template_id,response_unit_id,sar_frame,template_family,template_axis,template_operation,delta_m,delta_px,region_pixel_count,energy_delta,inner_density_delta,outer_band_density_delta,component_count_delta,principal_axis_change_deg,scale_yaw_feasible_change,template_scope
R21B00216_T35,R21B00216,280,scale_resize,azimuth,resize,-0.3,-10,31217,116748.204977,-0.864401,0.2161,0,0.413923,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00216_T36,R21B00216,280,scale_resize,azimuth,resize,0.3,10,34624,153560.896727,0.864401,-0.2161,0,0.413923,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00217_T01,R21B00217,281,center_shift,range,shift,-0.15,-5,26873,-1321.396802,-0.046818,0.011705,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00217_T02,R21B00217,281,center_shift,range,shift,0.15,5,26873,-1321.396802,-0.046818,0.011705,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00217_T03,R21B00217,281,center_shift,azimuth,shift,-0.15,-5,26873,-1321.396802,-0.046818,0.011705,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00217_T04,R21B00217,281,center_shift,azimuth,shift,0.15,5,26873,-1321.396802,-0.046818,0.011705,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00217_T05,R21B00217,281,center_shift,range,shift,-0.3,-10,26873,-2642.793604,-0.093636,0.023409,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00217_T06,R21B00217,281,center_shift,range,shift,0.3,10,26873,-2642.793604,-0.093636,0.023409,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00217_T07,R21B00217,281,center_shift,azimuth,shift,-0.3,-10,26873,-2642.793604,-0.093636,0.023409,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00217_T08,R21B00217,281,center_shift,azimuth,shift,0.3,10,26873,-2642.793604,-0.093636,0.023409,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00217_T09,R21B00217,281,center_shift,range,shift,-0.45,-15,26873,-3964.190405,-0.140455,0.035114,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00217_T10,R21B00217,281,center_shift,range,shift,0.45,15,26873,-3964.190405,-0.140455,0.035114,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00217_T11,R21B00217,281,center_shift,azimuth,shift,-0.45,-15,26873,-3964.190405,-0.140455,0.035114,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00217_T12,R21B00217,281,center_shift,azimuth,shift,0.45,15,26873,-3964.190405,-0.140455,0.035114,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00217_T13,R21B00217,281,single_boundary_shift,range_min,move,-0.15,-5,27818,103496.510417,-0.442671,0.110668,0,0.264407,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00217_T14,R21B00217,281,single_boundary_shift,range_min,move,0.15,5,25927,86754.688244,0.442671,-0.110668,0,0.264407,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00217_T15,R21B00217,281,single_boundary_shift,range_max,move,-0.15,-5,25927,86754.688244,-0.442671,0.110668,0,0.264407,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00217_T16,R21B00217,281,single_boundary_shift,range_max,move,0.15,5,27818,103496.510417,0.442671,-0.110668,0,0.264407,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00217_T17,R21B00217,281,single_boundary_shift,azimuth_min,move,-0.15,-5,27583,101415.956101,-0.442671,0.110668,0,0.264407,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00217_T18,R21B00217,281,single_boundary_shift,azimuth_min,move,0.15,5,26162,88835.24256,0.442671,-0.110668,0,0.264407,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00217_T19,R21B00217,281,single_boundary_shift,azimuth_max,move,-0.15,-5,26162,88835.24256,-0.442671,0.110668,0,0.264407,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00217_T20,R21B00217,281,single_boundary_shift,azimuth_max,move,0.15,5,27583,101415.956101,0.442671,-0.110668,0,0.264407,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00217_T21,R21B00217,281,single_boundary_shift,range_min,move,-0.3,-10,28764,111871.848214,-0.442671,0.110668,0,0.528815,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00217_T22,R21B00217,281,single_boundary_shift,range_min,move,0.3,10,24982,78388.203869,0.442671,-0.110668,0,0.528815,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00217_T23,R21B00217,281,single_boundary_shift,range_max,move,-0.3,-10,24982,78388.203869,-0.442671,0.110668,0,0.528815,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00217_T24,R21B00217,281,single_boundary_shift,range_max,move,0.3,10,28764,111871.848214,0.442671,-0.110668,0,0.528815,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00217_T25,R21B00217,281,single_boundary_shift,azimuth_min,move,-0.3,-10,28294,107710.739583,-0.442671,0.110668,0,0.528815,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00217_T26,R21B00217,281,single_boundary_shift,azimuth_min,move,0.3,10,25452,82549.3125,0.442671,-0.110668,0,0.528815,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00217_T27,R21B00217,281,single_boundary_shift,azimuth_max,move,-0.3,-10,25452,82549.3125,-0.442671,0.110668,0,0.528815,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00217_T28,R21B00217,281,single_boundary_shift,azimuth_max,move,0.3,10,28294,107710.739583,0.442671,-0.110668,0,0.528815,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00217_T29,R21B00217,281,scale_resize,range,resize,-0.15,-5,25927,86754.688244,-0.708274,0.177068,0,0.211526,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00217_T30,R21B00217,281,scale_resize,range,resize,0.15,5,27818,103496.510417,0.708274,-0.177068,0,0.211526,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00217_T31,R21B00217,281,scale_resize,azimuth,resize,-0.15,-5,26162,88835.24256,-0.708274,0.177068,0,0.211526,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00217_T32,R21B00217,281,scale_resize,azimuth,resize,0.15,5,27583,101415.956101,0.708274,-0.177068,0,0.211526,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00217_T33,R21B00217,281,scale_resize,range,resize,-0.3,-10,24982,78388.203869,-0.708274,0.177068,0,0.423052,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00217_T34,R21B00217,281,scale_resize,range,resize,0.3,10,28764,111871.848214,0.708274,-0.177068,0,0.423052,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00217_T35,R21B00217,281,scale_resize,azimuth,resize,-0.3,-10,25452,82549.3125,-0.708274,0.177068,0,0.423052,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00217_T36,R21B00217,281,scale_resize,azimuth,resize,0.3,10,28294,107710.739583,0.708274,-0.177068,0,0.423052,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00218_T01,R21B00218,281,center_shift,range,shift,-0.15,-5,5126,-975.380604,-0.191139,0.047785,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00218_T02,R21B00218,281,center_shift,range,shift,0.15,5,5126,-975.380604,-0.191139,0.047785,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00218_T03,R21B00218,281,center_shift,azimuth,shift,-0.15,-5,5126,-975.380604,-0.191139,0.047785,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00218_T04,R21B00218,281,center_shift,azimuth,shift,0.15,5,5126,-975.380604,-0.191139,0.047785,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00218_T05,R21B00218,281,center_shift,range,shift,-0.3,-10,5126,-1950.761209,-0.382277,0.095569,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00218_T06,R21B00218,281,center_shift,range,shift,0.3,10,5126,-1950.761209,-0.382277,0.095569,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00218_T07,R21B00218,281,center_shift,azimuth,shift,-0.3,-10,5126,-1950.761209,-0.382277,0.095569,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00218_T08,R21B00218,281,center_shift,azimuth,shift,0.3,10,5126,-1950.761209,-0.382277,0.095569,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00218_T09,R21B00218,281,center_shift,range,shift,-0.45,-15,5126,-2926.141813,-0.573416,0.143354,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00218_T10,R21B00218,281,center_shift,range,shift,0.45,15,5126,-2926.141813,-0.573416,0.143354,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00218_T11,R21B00218,281,center_shift,azimuth,shift,-0.45,-15,5126,-2926.141813,-0.573416,0.143354,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00218_T12,R21B00218,281,center_shift,azimuth,shift,0.45,15,5126,-2926.141813,-0.573416,0.143354,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00218_T13,R21B00218,281,single_boundary_shift,range_min,move,-0.15,-5,5483,35127.229424,-0.684208,0.171052,0,0.698394,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00218_T14,R21B00218,281,single_boundary_shift,range_min,move,0.15,5,4768,25343.057613,0.684208,-0.171052,0,0.698394,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00218_T15,R21B00218,281,single_boundary_shift,range_max,move,-0.15,-5,4768,25343.057613,-0.684208,0.171052,0,0.698394,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00218_T16,R21B00218,281,single_boundary_shift,range_max,move,0.15,5,5483,35127.229424,0.684208,-0.171052,0,0.698394,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00218_T17,R21B00218,281,single_boundary_shift,azimuth_min,move,-0.15,-5,5483,35127.229424,-0.684208,0.171052,0,0.698394,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00218_T18,R21B00218,281,single_boundary_shift,azimuth_min,move,0.15,5,4768,25343.057613,0.684208,-0.171052,0,0.698394,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00218_T19,R21B00218,281,single_boundary_shift,azimuth_max,move,-0.15,-5,4768,25343.057613,-0.684208,0.171052,0,0.698394,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00218_T20,R21B00218,281,single_boundary_shift,azimuth_max,move,0.15,5,5483,35127.229424,0.684208,-0.171052,0,0.698394,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00218_T21,R21B00218,281,single_boundary_shift,range_min,move,-0.3,-10,5841,40026.157407,-0.684208,0.171052,0,1.396788,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00218_T22,R21B00218,281,single_boundary_shift,range_min,move,0.3,10,4410,20444.12963,0.684208,-0.171052,0,1.396788,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00218_T23,R21B00218,281,single_boundary_shift,range_max,move,-0.3,-10,4410,20444.12963,-0.684208,0.171052,0,1.396788,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00218_T24,R21B00218,281,single_boundary_shift,range_max,move,0.3,10,5841,40026.157407,0.684208,-0.171052,0,1.396788,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00218_T25,R21B00218,281,single_boundary_shift,azimuth_min,move,-0.3,-10,5841,40026.157407,-0.684208,0.171052,0,1.396788,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00218_T26,R21B00218,281,single_boundary_shift,azimuth_min,move,0.3,10,4410,20444.12963,0.684208,-0.171052,0,1.396788,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00218_T27,R21B00218,281,single_boundary_shift,azimuth_max,move,-0.3,-10,4410,20444.12963,-0.684208,0.171052,0,1.396788,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00218_T28,R21B00218,281,single_boundary_shift,azimuth_max,move,0.3,10,5841,40026.157407,0.684208,-0.171052,0,1.396788,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00218_T29,R21B00218,281,scale_resize,range,resize,-0.15,-5,4768,25343.057613,-1.094733,0.273683,0,0.558715,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00218_T30,R21B00218,281,scale_resize,range,resize,0.15,5,5483,35127.229424,1.094733,-0.273683,0,0.558715,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00218_T31,R21B00218,281,scale_resize,azimuth,resize,-0.15,-5,4768,25343.057613,-1.094733,0.273683,0,0.558715,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00218_T32,R21B00218,281,scale_resize,azimuth,resize,0.15,5,5483,35127.229424,1.094733,-0.273683,0,0.558715,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00218_T33,R21B00218,281,scale_resize,range,resize,-0.3,-10,4410,20444.12963,-1.094733,0.273683,0,1.11743,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00218_T34,R21B00218,281,scale_resize,range,resize,0.3,10,5841,40026.157407,1.094733,-0.273683,0,1.11743,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00218_T35,R21B00218,281,scale_resize,azimuth,resize,-0.3,-10,4410,20444.12963,-1.094733,0.273683,0,1.11743,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00218_T36,R21B00218,281,scale_resize,azimuth,resize,0.3,10,5841,40026.157407,1.094733,-0.273683,0,1.11743,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00219_T01,R21B00219,281,center_shift,range,shift,-0.15,-5,881,-258.670782,-0.410589,0.102647,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00219_T02,R21B00219,281,center_shift,range,shift,0.15,5,881,-258.670782,-0.410589,0.102647,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00219_T03,R21B00219,281,center_shift,azimuth,shift,-0.15,-5,881,-258.670782,-0.410589,0.102647,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00219_T04,R21B00219,281,center_shift,azimuth,shift,0.15,5,881,-258.670782,-0.410589,0.102647,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00219_T05,R21B00219,281,center_shift,range,shift,-0.3,-10,881,-517.341565,-0.821177,0.205294,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00219_T06,R21B00219,281,center_shift,range,shift,0.3,10,881,-517.341565,-0.821177,0.205294,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00219_T07,R21B00219,281,center_shift,azimuth,shift,-0.3,-10,881,-517.341565,-0.821177,0.205294,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00219_T08,R21B00219,281,center_shift,azimuth,shift,0.3,10,881,-517.341565,-0.821177,0.205294,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00219_T09,R21B00219,281,center_shift,range,shift,-0.45,-15,881,-776.012347,-1.231766,0.307941,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00219_T10,R21B00219,281,center_shift,range,shift,0.45,15,881,-776.012347,-1.231766,0.307941,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00219_T11,R21B00219,281,center_shift,azimuth,shift,-0.45,-15,881,-776.012347,-1.231766,0.307941,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00219_T12,R21B00219,281,center_shift,azimuth,shift,0.45,15,881,-776.012347,-1.231766,0.307941,0,0,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00219_T13,R21B00219,281,single_boundary_shift,range_min,move,-0.15,-5,1031,8286.85,-0.6175,0.154375,0,1.662302,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00219_T14,R21B00219,281,single_boundary_shift,range_min,move,0.15,5,731,4581.85,0.6175,-0.154375,0,1.662302,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00219_T15,R21B00219,281,single_boundary_shift,range_max,move,-0.15,-5,731,4581.85,-0.6175,0.154375,0,1.662302,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00219_T16,R21B00219,281,single_boundary_shift,range_max,move,0.15,5,1031,8286.85,0.6175,-0.154375,0,1.662302,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00219_T17,R21B00219,281,single_boundary_shift,azimuth_min,move,-0.15,-5,1027,8237.45,-0.6175,0.154375,0,1.662302,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00219_T18,R21B00219,281,single_boundary_shift,azimuth_min,move,0.15,5,735,4631.25,0.6175,-0.154375,0,1.662302,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00219_T19,R21B00219,281,single_boundary_shift,azimuth_max,move,-0.15,-5,735,4631.25,-0.6175,0.154375,0,1.662302,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00219_T20,R21B00219,281,single_boundary_shift,azimuth_max,move,0.15,5,1027,8237.45,0.6175,-0.154375,0,1.662302,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00219_T21,R21B00219,281,single_boundary_shift,range_min,move,-0.3,-10,1182,10151.7,-0.6175,0.154375,0,3.324604,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00219_T22,R21B00219,281,single_boundary_shift,range_min,move,0.3,10,580,2717,0.6175,-0.154375,0,3.324604,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00219_T23,R21B00219,281,single_boundary_shift,range_max,move,-0.3,-10,580,2717,-0.6175,0.154375,0,3.324604,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00219_T24,R21B00219,281,single_boundary_shift,range_max,move,0.3,10,1182,10151.7,0.6175,-0.154375,0,3.324604,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00219_T25,R21B00219,281,single_boundary_shift,azimuth_min,move,-0.3,-10,1174,10052.9,-0.6175,0.154375,0,3.324604,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00219_T26,R21B00219,281,single_boundary_shift,azimuth_min,move,0.3,10,588,2815.8,0.6175,-0.154375,0,3.324604,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00219_T27,R21B00219,281,single_boundary_shift,azimuth_max,move,-0.3,-10,588,2815.8,-0.6175,0.154375,0,3.324604,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00219_T28,R21B00219,281,single_boundary_shift,azimuth_max,move,0.3,10,1174,10052.9,0.6175,-0.154375,0,3.324604,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
R21B00219_T29,R21B00219,281,scale_resize,range,resize,-0.15,-5,731,4581.85,-0.988,0.247,0,1.329841,0,gt_independent_pre_s2_counterfactual_template_proxy_from_frozen_field
